,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
329,It bothers me that 'Beliebers' are saying NOW ONLY they heard JB's coming to SA?..Did u NOT see his tweet 2MONTHS AGO? #RealFans? #Sarcasm,SARCASM,it bothers me that beliebers are saying now only they heard jbs coming to sa did u not see his tweet months ago,"['it', 'bothers', 'me', 'that', 'beliebers', 'are', 'saying', 'now', 'only', 'they', 'heard', 'jbs', 'coming', 'to', 'sa', 'did', 'u', 'not', 'see', 'his', 'tweet', 'months', 'ago']","['bothers', 'beliebers', 'saying', 'heard', 'jbs', 'coming', 'sa', 'u', 'see', 'tweet', 'months', 'ago']","['bother', 'belieb', 'say', 'heard', 'jb', 'come', 'sa', 'u', 'see', 'tweet', 'month', 'ago']","['bother_NN', 'belieb_NNS', 'say_VBP', 'heard_VBN', 'jb_NN', 'come_VBN', 'sa_JJ', 'u_JJ', 'see_NN', 'tweet_JJ', 'month_NN', 'ago_IN']"
330,Getting hit up with that ntb. &gt;&gt;&gt; #Sarcasm,NOT_SARCASM,getting hit up with that ntb gt gt gt,"['getting', 'hit', 'up', 'with', 'that', 'ntb', 'gt', 'gt', 'gt']","['getting', 'hit', 'ntb', 'gt', 'gt', 'gt']","['get', 'hit', 'ntb', 'gt', 'gt', 'gt']","['get_NN', 'hit_VBN', 'ntb_JJ', 'gt_NN', 'gt_NN', 'gt_NN']"
331,@xalinefigg me to,NOT_SARCASM,xalinefigg me to,"['xalinefigg', 'me', 'to']",['xalinefigg'],['xalinefigg'],['xalinefigg_NN']
332,Where's my cat!?,NOT_SARCASM,wheres my cat,"['wheres', 'my', 'cat']","['wheres', 'cat']","['where', 'cat']","['where_WRB', 'cat_NN']"
333,This weather is out of control #sarcasm hopefully good ol Judy decides to cancel classes tomorrow too #serious,NOT_SARCASM,this weather is out of control hopefully good ol judy decides to cancel classes tomorrow too,"['this', 'weather', 'is', 'out', 'of', 'control', 'hopefully', 'good', 'ol', 'judy', 'decides', 'to', 'cancel', 'classes', 'tomorrow', 'too']","['weather', 'control', 'hopefully', 'good', 'ol', 'judy', 'decides', 'cancel', 'classes', 'tomorrow']","['weather', 'control', 'hope', 'good', 'ol', 'judi', 'decid', 'cancel', 'class', 'tomorrow']","['weather_NN', 'control_NN', 'hope_VBP', 'good_JJ', 'ol_NN', 'judi_NN', 'decid_NN', 'cancel_NN', 'class_NN', 'tomorrow_NN']"
334,"Berdua'an di kassa bantuin mas andik opname,, ehhh malah curhat *mateknak",NOT_SARCASM,berduaan di kassa bantuin mas andik opname ehhh malah curhat mateknak,"['berduaan', 'di', 'kassa', 'bantuin', 'mas', 'andik', 'opname', 'ehhh', 'malah', 'curhat', 'mateknak']","['berduaan', 'di', 'kassa', 'bantuin', 'mas', 'andik', 'opname', 'ehhh', 'malah', 'curhat', 'mateknak']","['berduaan', 'di', 'kassa', 'bantuin', 'ma', 'andik', 'opnam', 'ehhh', 'malah', 'curhat', 'mateknak']","['berduaan_NN', 'di_NN', 'kassa_FW', 'bantuin_NN', 'ma_NN', 'andik_NN', 'opnam_IN', 'ehhh_JJ', 'malah_NN', 'curhat_WP', 'mateknak_NN']"
335,A day of class and a night at work #yayfortheweekend &lt;-------#sarcasm,SARCASM,a day of class and a night at work lt,"['a', 'day', 'of', 'class', 'and', 'a', 'night', 'at', 'work', 'lt']","['day', 'class', 'night', 'work', 'lt']","['day', 'class', 'night', 'work', 'lt']","['day_NN', 'class_NN', 'night_NN', 'work_NN', 'lt_NN']"
336,[gourmet] THE TIMES OF MY LIFE: Stephen Longstreet’s piece on his last (sad) summer living in Europe as an artis... http://t.co/zQFg4jTK,NOT_SARCASM,gourmet the times of my life stephen longstreet s piece on his last sad summer living in europe as an artis,"['gourmet', 'the', 'times', 'of', 'my', 'life', 'stephen', 'longstreet', 's', 'piece', 'on', 'his', 'last', 'sad', 'summer', 'living', 'in', 'europe', 'as', 'an', 'artis']","['gourmet', 'times', 'life', 'stephen', 'longstreet', 'piece', 'last', 'sad', 'summer', 'living', 'europe', 'artis']","['gourmet', 'time', 'life', 'stephen', 'longstreet', 'piec', 'last', 'sad', 'summer', 'live', 'europ', 'arti']","['gourmet_NN', 'time_NN', 'life_NN', 'stephen_JJ', 'longstreet_NN', 'piec_NN', 'last_JJ', 'sad_JJ', 'summer_NN', 'live_VBP', 'europ_NN', 'arti_NN']"
337,"To Spice Up Your Ad Strategy, Try Going Viral http://t.co/BTUcd5T6 via @adotas Wait, why didn't I think of that? #sarcasm #oldfolks",NOT_SARCASM,to spice up your ad strategy try going viral via adotas wait why didnt i think of that,"['to', 'spice', 'up', 'your', 'ad', 'strategy', 'try', 'going', 'viral', 'via', 'adotas', 'wait', 'why', 'didnt', 'i', 'think', 'of', 'that']","['spice', 'ad', 'strategy', 'try', 'going', 'viral', 'via', 'adotas', 'wait', 'didnt', 'think']","['spice', 'ad', 'strategi', 'tri', 'go', 'viral', 'via', 'adota', 'wait', 'didnt', 'think']","['spice_NN', 'ad_NN', 'strategi_NN', 'tri_NN', 'go_VBP', 'viral_JJ', 'via_IN', 'adota_JJ', 'wait_VBP', 'didnt_NN', 'think_NN']"
338,My wife making my cake :),NOT_SARCASM,my wife making my cake,"['my', 'wife', 'making', 'my', 'cake']","['wife', 'making', 'cake']","['wife', 'make', 'cake']","['wife_NN', 'make_VBP', 'cake_NN']"
339,Enemies who once was a friend,NOT_SARCASM,enemies who once was a friend,"['enemies', 'who', 'once', 'was', 'a', 'friend']","['enemies', 'friend']","['enemi', 'friend']","['enemi_NN', 'friend_NN']"
340,@MGMHDUK @MKseibati @LOCOFilmFest Love my new MGM lion!! My night was already made wen I opend my bag &amp; discovered him! http://t.co/Z7MpiGgq,NOT_SARCASM,mgmhduk mkseibati locofilmfest love my new mgm lion my night was already made wen i opend my bag amp discovered him,"['mgmhduk', 'mkseibati', 'locofilmfest', 'love', 'my', 'new', 'mgm', 'lion', 'my', 'night', 'was', 'already', 'made', 'wen', 'i', 'opend', 'my', 'bag', 'amp', 'discovered', 'him']","['mgmhduk', 'mkseibati', 'locofilmfest', 'love', 'new', 'mgm', 'lion', 'night', 'already', 'made', 'wen', 'opend', 'bag', 'amp', 'discovered']","['mgmhduk', 'mkseibati', 'locofilmfest', 'love', 'new', 'mgm', 'lion', 'night', 'alreadi', 'made', 'wen', 'opend', 'bag', 'amp', 'discov']","['mgmhduk_NN', 'mkseibati_NN', 'locofilmfest_JJS', 'love_VB', 'new_JJ', 'mgm_NN', 'lion_NN', 'night_NN', 'alreadi_NN', 'made_VBD', 'wen_JJ', 'opend_JJ', 'bag_NN', 'amp_NN', 'discov_NN']"
341,"@Rinoa1022 oh no, what happened? :(",NOT_SARCASM,rinoa oh no what happened,"['rinoa', 'oh', 'no', 'what', 'happened']","['rinoa', 'oh', 'happened']","['rinoa', 'oh', 'happen']","['rinoa_NN', 'oh_UH', 'happen_VB']"
342,@alfianirr pin replied,NOT_SARCASM,alfianirr pin replied,"['alfianirr', 'pin', 'replied']","['alfianirr', 'pin', 'replied']","['alfianirr', 'pin', 'repli']","['alfianirr_NN', 'pin_NN', 'repli_NN']"
343,"Time to get ready, yay! #Sarcasm #TiredAf'",SARCASM,time to get ready yay,"['time', 'to', 'get', 'ready', 'yay']","['time', 'get', 'ready', 'yay']","['time', 'get', 'readi', 'yay']","['time_NN', 'get_VB', 'readi_JJ', 'yay_NN']"
344,I'm glad it's 6 AM and I'm just going to bed. Thank you freshmen. #sarcasm #EMT,SARCASM,im glad its am and im just going to bed thank you freshmen,"['im', 'glad', 'its', 'am', 'and', 'im', 'just', 'going', 'to', 'bed', 'thank', 'you', 'freshmen']","['im', 'glad', 'im', 'going', 'bed', 'thank', 'freshmen']","['im', 'glad', 'im', 'go', 'bed', 'thank', 'freshmen']","['im_NN', 'glad_NN', 'im_NN', 'go_VBP', 'bed_JJ', 'thank_NN', 'freshmen_NNS']"
345,20 minutes of laundry at 1 am. Awesome #sarcasm,SARCASM,minutes of laundry at am awesome,"['minutes', 'of', 'laundry', 'at', 'am', 'awesome']","['minutes', 'laundry', 'awesome']","['minut', 'laundri', 'awesom']","['minut_NN', 'laundri_NN', 'awesom_NN']"
346,@Kelseyy_CrashW just hang out at the game a far as I know. Probably or best bet.,NOT_SARCASM,kelseyy crashw just hang out at the game a far as i know probably or best bet,"['kelseyy', 'crashw', 'just', 'hang', 'out', 'at', 'the', 'game', 'a', 'far', 'as', 'i', 'know', 'probably', 'or', 'best', 'bet']","['kelseyy', 'crashw', 'hang', 'game', 'far', 'know', 'probably', 'best', 'bet']","['kelseyi', 'crashw', 'hang', 'game', 'far', 'know', 'probabl', 'best', 'bet']","['kelseyi_NN', 'crashw_NN', 'hang_NN', 'game_NN', 'far_RB', 'know_JJ', 'probabl_NN', 'best_JJS', 'bet_NN']"
347,@springah That link you posted http://t.co/xe4ILbQm The youtube vids - Melb hipsters are lame. The Sydney vid even got the accent right!,NOT_SARCASM,springah that link you posted the youtube vids melb hipsters are lame the sydney vid even got the accent right,"['springah', 'that', 'link', 'you', 'posted', 'the', 'youtube', 'vids', 'melb', 'hipsters', 'are', 'lame', 'the', 'sydney', 'vid', 'even', 'got', 'the', 'accent', 'right']","['springah', 'link', 'posted', 'youtube', 'vids', 'melb', 'hipsters', 'lame', 'sydney', 'vid', 'even', 'got', 'accent', 'right']","['springah', 'link', 'post', 'youtub', 'vid', 'melb', 'hipster', 'lame', 'sydney', 'vid', 'even', 'got', 'accent', 'right']","['springah_NN', 'link_NN', 'post_NN', 'youtub_NN', 'vid_NN', 'melb_NN', 'hipster_NN', 'lame_NN', 'sydney_NN', 'vid_NN', 'even_RB', 'got_VBD', 'accent_JJ', 'right_NN']"
348,K can't believe I'm taking the bus the first day of school,NOT_SARCASM,k cant believe im taking the bus the first day of school,"['k', 'cant', 'believe', 'im', 'taking', 'the', 'bus', 'the', 'first', 'day', 'of', 'school']","['k', 'cant', 'believe', 'im', 'taking', 'bus', 'first', 'day', 'school']","['k', 'cant', 'believ', 'im', 'take', 'bu', 'first', 'day', 'school']","['k_NN', 'cant_JJ', 'believ_NN', 'im_NNS', 'take_VBP', 'bu_NNS', 'first_RB', 'day_NN', 'school_NN']"
349,I really like how the rains just gunna mess up my hair  #Sarcasm,SARCASM,i really like how the rains just gunna mess up my hair,"['i', 'really', 'like', 'how', 'the', 'rains', 'just', 'gunna', 'mess', 'up', 'my', 'hair']","['really', 'like', 'rains', 'gunna', 'mess', 'hair']","['realli', 'like', 'rain', 'gunna', 'mess', 'hair']","['realli_NNS', 'like_IN', 'rain_NN', 'gunna_NN', 'mess_NN', 'hair_NN']"
350,Jus foolin tho 2 chainz,NOT_SARCASM,jus foolin tho chainz,"['jus', 'foolin', 'tho', 'chainz']","['jus', 'foolin', 'tho', 'chainz']","['ju', 'foolin', 'tho', 'chainz']","['ju_NN', 'foolin_NN', 'tho_NN', 'chainz_NN']"
351,@MontyMotuman Ya right! #sarcasm,NOT_SARCASM,montymotuman ya right,"['montymotuman', 'ya', 'right']","['montymotuman', 'ya', 'right']","['montymotuman', 'ya', 'right']","['montymotuman_NN', 'ya_PRP', 'right_VBD']"
352,@StevePlumpton that's great news. Hope all keeps going well for you.,NOT_SARCASM,steveplumpton thats great news hope all keeps going well for you,"['steveplumpton', 'thats', 'great', 'news', 'hope', 'all', 'keeps', 'going', 'well', 'for', 'you']","['steveplumpton', 'thats', 'great', 'news', 'hope', 'keeps', 'going', 'well']","['steveplumpton', 'that', 'great', 'news', 'hope', 'keep', 'go', 'well']","['steveplumpton_NN', 'that_WDT', 'great_JJ', 'news_NN', 'hope_NN', 'keep_VB', 'go_NN', 'well_RB']"
353,"@LawngIsland interesting, most liberal states with highest debt, totally shocking. #sarcasm",NOT_SARCASM,lawngisland interesting most liberal states with highest debt totally shocking,"['lawngisland', 'interesting', 'most', 'liberal', 'states', 'with', 'highest', 'debt', 'totally', 'shocking']","['lawngisland', 'interesting', 'liberal', 'states', 'highest', 'debt', 'totally', 'shocking']","['lawngisland', 'interest', 'liber', 'state', 'highest', 'debt', 'total', 'shock']","['lawngisland_NN', 'interest_NN', 'liber_NN', 'state_NN', 'highest_JJS', 'debt_NN', 'total_NN', 'shock_NN']"
354,"imagineertobe: This might be my favorite backstage photo!
Look at the Haunted Mansion facade down at the bott… http://t.co/geA3oXtg",NOT_SARCASM,imagineertobe this might be my favorite backstage photo look at the haunted mansion facade down at the bott,"['imagineertobe', 'this', 'might', 'be', 'my', 'favorite', 'backstage', 'photo', 'look', 'at', 'the', 'haunted', 'mansion', 'facade', 'down', 'at', 'the', 'bott']","['imagineertobe', 'might', 'favorite', 'backstage', 'photo', 'look', 'haunted', 'mansion', 'facade', 'bott']","['imagineertob', 'might', 'favorit', 'backstag', 'photo', 'look', 'haunt', 'mansion', 'facad', 'bott']","['imagineertob_NN', 'might_MD', 'favorit_VB', 'backstag_JJ', 'photo_NN', 'look_NN', 'haunt_NN', 'mansion_NN', 'facad_NN', 'bott_NN']"
355,@BillBaar  Poll could have been  by Senator Dillard. His supporters seem to have the most conflict with the Herald poll results yesterday.,NOT_SARCASM,billbaar poll could have been by senator dillard his supporters seem to have the most conflict with the herald poll results yesterday,"['billbaar', 'poll', 'could', 'have', 'been', 'by', 'senator', 'dillard', 'his', 'supporters', 'seem', 'to', 'have', 'the', 'most', 'conflict', 'with', 'the', 'herald', 'poll', 'results', 'yesterday']","['billbaar', 'poll', 'could', 'senator', 'dillard', 'supporters', 'seem', 'conflict', 'herald', 'poll', 'results', 'yesterday']","['billbaar', 'poll', 'could', 'senat', 'dillard', 'support', 'seem', 'conflict', 'herald', 'poll', 'result', 'yesterday']","['billbaar_NN', 'poll_NN', 'could_MD', 'senat_VB', 'dillard_JJ', 'support_NN', 'seem_VBP', 'conflict_NN', 'herald_NN', 'poll_NN', 'result_NN', 'yesterday_NN']"
356,"30k dead, maybe they're targeting civilians #sarcasm @hrw: 10 bakery attacks in #Aleppo are not (cont) http://t.co/H5GdgMy8",NOT_SARCASM,k dead maybe theyre targeting civilians hrw bakery attacks in are not cont,"['k', 'dead', 'maybe', 'theyre', 'targeting', 'civilians', 'hrw', 'bakery', 'attacks', 'in', 'are', 'not', 'cont']","['k', 'dead', 'maybe', 'theyre', 'targeting', 'civilians', 'hrw', 'bakery', 'attacks', 'cont']","['k', 'dead', 'mayb', 'theyr', 'target', 'civilian', 'hrw', 'bakeri', 'attack', 'cont']","['k_NNS', 'dead_JJ', 'mayb_NN', 'theyr_NN', 'target_NN', 'civilian_JJ', 'hrw_NN', 'bakeri_NN', 'attack_NN', 'cont_NN']"
357,Im already having a bad day and im not. Even at school yet,NOT_SARCASM,im already having a bad day and im not even at school yet,"['im', 'already', 'having', 'a', 'bad', 'day', 'and', 'im', 'not', 'even', 'at', 'school', 'yet']","['im', 'already', 'bad', 'day', 'im', 'even', 'school', 'yet']","['im', 'alreadi', 'bad', 'day', 'im', 'even', 'school', 'yet']","['im_JJ', 'alreadi_JJ', 'bad_JJ', 'day_NN', 'im_VB', 'even_RB', 'school_NN', 'yet_RB']"
358,@Just_kickinit way to have my back doo doo!!!! (:,NOT_SARCASM,just kickinit way to have my back doo doo,"['just', 'kickinit', 'way', 'to', 'have', 'my', 'back', 'doo', 'doo']","['kickinit', 'way', 'back', 'doo', 'doo']","['kickinit', 'way', 'back', 'doo', 'doo']","['kickinit_VB', 'way_NN', 'back_RB', 'doo_VBZ', 'doo_NN']"
359,"@Kirse10 on the phone ""it can work, just look, Lamar and Chloe Kardashian have been together for 3 years now""",NOT_SARCASM,kirse on the phone it can work just look lamar and chloe kardashian have been together for years now,"['kirse', 'on', 'the', 'phone', 'it', 'can', 'work', 'just', 'look', 'lamar', 'and', 'chloe', 'kardashian', 'have', 'been', 'together', 'for', 'years', 'now']","['kirse', 'phone', 'work', 'look', 'lamar', 'chloe', 'kardashian', 'together', 'years']","['kirs', 'phone', 'work', 'look', 'lamar', 'chloe', 'kardashian', 'togeth', 'year']","['kirs_NNS', 'phone_NN', 'work_NN', 'look_NN', 'lamar_JJ', 'chloe_NN', 'kardashian_NN', 'togeth_CD', 'year_NN']"
360,Welp... I'm guessing the person that invented those mini car vacuums was a parent. I can almost guarantee it. http://t.co/KokwYEFJ,SARCASM,welp im guessing the person that invented those mini car vacuums was a parent i can almost guarantee it,"['welp', 'im', 'guessing', 'the', 'person', 'that', 'invented', 'those', 'mini', 'car', 'vacuums', 'was', 'a', 'parent', 'i', 'can', 'almost', 'guarantee', 'it']","['welp', 'im', 'guessing', 'person', 'invented', 'mini', 'car', 'vacuums', 'parent', 'almost', 'guarantee']","['welp', 'im', 'guess', 'person', 'invent', 'mini', 'car', 'vacuum', 'parent', 'almost', 'guarante']","['welp_NN', 'im_NN', 'guess_NN', 'person_NN', 'invent_JJ', 'mini_NN', 'car_NN', 'vacuum_NN', 'parent_NN', 'almost_RB', 'guarante_NN']"
361,Being covered in hives is so fun. #sarcasm,SARCASM,being covered in hives is so fun,"['being', 'covered', 'in', 'hives', 'is', 'so', 'fun']","['covered', 'hives', 'fun']","['cover', 'hive', 'fun']","['cover_RB', 'hive_JJ', 'fun_NN']"
362,"@TNAGutCheck sign up #KrisLewie. With such technical skill and imposing physique as his, he is money to b made! #TnaGutcheck #Sarcasm",NOT_SARCASM,tnagutcheck sign up with such technical skill and imposing physique as his he is money to b made,"['tnagutcheck', 'sign', 'up', 'with', 'such', 'technical', 'skill', 'and', 'imposing', 'physique', 'as', 'his', 'he', 'is', 'money', 'to', 'b', 'made']","['tnagutcheck', 'sign', 'technical', 'skill', 'imposing', 'physique', 'money', 'b', 'made']","['tnagutcheck', 'sign', 'technic', 'skill', 'impos', 'physiqu', 'money', 'b', 'made']","['tnagutcheck_NN', 'sign_NN', 'technic_JJ', 'skill_NN', 'impos_VB', 'physiqu_JJ', 'money_NN', 'b_NN', 'made_VBD']"
363,"I BEG TO DIFFER- Pakistan did it! ""ABVP men assault 98 migrant workers in Karnataka, drag them out of train"" | http://t.co/RBn2PA8Y #sarcasm",NOT_SARCASM,i beg to differ pakistan did it abvp men assault migrant workers in karnataka drag them out of train,"['i', 'beg', 'to', 'differ', 'pakistan', 'did', 'it', 'abvp', 'men', 'assault', 'migrant', 'workers', 'in', 'karnataka', 'drag', 'them', 'out', 'of', 'train']","['beg', 'differ', 'pakistan', 'abvp', 'men', 'assault', 'migrant', 'workers', 'karnataka', 'drag', 'train']","['beg', 'differ', 'pakistan', 'abvp', 'men', 'assault', 'migrant', 'worker', 'karnataka', 'drag', 'train']","['beg_NN', 'differ_NN', 'pakistan_JJ', 'abvp_NN', 'men_NNS', 'assault_VBP', 'migrant_JJ', 'worker_NN', 'karnataka_NN', 'drag_NN', 'train_NN']"
364,Unexpected romantic conflict might surface today and have impa... More for Sagittarius http://t.co/Vwz7TnJP,NOT_SARCASM,unexpected romantic conflict might surface today and have impa more for sagittarius,"['unexpected', 'romantic', 'conflict', 'might', 'surface', 'today', 'and', 'have', 'impa', 'more', 'for', 'sagittarius']","['unexpected', 'romantic', 'conflict', 'might', 'surface', 'today', 'impa', 'sagittarius']","['unexpect', 'romant', 'conflict', 'might', 'surfac', 'today', 'impa', 'sagittariu']","['unexpect_JJ', 'romant_JJ', 'conflict_NN', 'might_MD', 'surfac_VB', 'today_NN', 'impa_IN', 'sagittariu_NN']"
365,@wwin_ is it wrong?,NOT_SARCASM,wwin is it wrong,"['wwin', 'is', 'it', 'wrong']","['wwin', 'wrong']","['wwin', 'wrong']","['wwin_NN', 'wrong_JJ']"
366,"""@BipashaKhan: Sex is so disgusting! #sarcasm"" procreation",NOT_SARCASM,bipashakhan sex is so disgusting procreation,"['bipashakhan', 'sex', 'is', 'so', 'disgusting', 'procreation']","['bipashakhan', 'sex', 'disgusting', 'procreation']","['bipashakhan', 'sex', 'disgust', 'procreat']","['bipashakhan_NN', 'sex_NN', 'disgust_NN', 'procreat_NN']"
367,@TyHairston10 he was doggin Obama too,NOT_SARCASM,tyhairston he was doggin obama too,"['tyhairston', 'he', 'was', 'doggin', 'obama', 'too']","['tyhairston', 'doggin', 'obama']","['tyhairston', 'doggin', 'obama']","['tyhairston_NN', 'doggin_NN', 'obama_NN']"
